"NAME","STATE","COUNTY","S1501_C01_006E","S1501_C01_007E","S1501_C01_008E","S1501_C01_009E","S1501_C01_010E","S1501_C01_011E","S1501_C01_012E","S1501_C01_013E","state","county","yr"
"San Saba County, Texas","48","411","4239","540","552","1433","964","140","451","159","48","411",2018
"Zavala County, Texas","48","507","7149","1418","1301","2240","1181","395","401","213","48","507",2018
"Calhoun County, Texas","48","057","14475","1287","1501","4819","3547","1152","1463","706","48","057",2018
"Foard County, Texas","48","155","1047","95","141","300","248","93","134","36","48","155",2018
"Goliad County, Texas","48","175","5257","415","235","1614","1560","508","645","280","48","175",2018
"Hamilton County, Texas","48","193","5925","434","661","2000","1105","437","903","385","48","193",2018
"Mitchell County, Texas","48","335","5769","517","708","2152","1305","406","566","115","48","335",2018
"Titus County, Texas","48","449","19884","2577","2241","6500","3967","1439","2322","838","48","449",2018
"Lavaca County, Texas","48","285","13732","911","1111","5654","2710","1052","1756","538","48","285",2018
"Terry County, Texas","48","445","8029","1422","1114","2541","1724","265","664","299","48","445",2018
"Wise County, Texas","48","497","43243","2427","4028","14612","11160","3469","5650","1897","48","497",2018
"Matagorda County, Texas","48","321","24144","2959","2291","7643","5383","1840","2881","1147","48","321",2018
"Pecos County, Texas","48","371","10580","1826","1399","3858","2039","426","624","408","48","371",2018
"Rockwall County, Texas","48","397","60582","2171","2590","11864","14306","5248","15909","8494","48","397",2018
"Taylor County, Texas","48","441","83059","4012","5657","25030","21282","6712","13445","6921","48","441",2018
"Throckmorton County, Texas","48","447","1126","75","91","415","261","70","165","49","48","447",2018
"Walker County, Texas","48","471","46214","2965","3899","17830","9569","2416","6674","2861","48","471",2018
"Wood County, Texas","48","499","31947","1813","3039","10919","8727","2203","3715","1531","48","499",2018
"Aransas County, Texas","48","007","18136","943","1799","5392","4764","1302","2391","1545","48","007",2018
"Cochran County, Texas","48","079","1868","395","208","577","419","115","106","48","48","079",2018
"Coke County, Texas","48","081","2467","173","223","867","604","178","263","159","48","081",2018
"Coryell County, Texas","48","099","47257","2266","3343","13217","15831","5198","5339","2063","48","099",2018
"Hemphill County, Texas","48","211","2440","260","241","715","589","122","397","116","48","211",2018
"Moore County, Texas","48","341","12516","2833","1338","2916","2699","938","1208","584","48","341",2018
"Potter County, Texas","48","375","76310","8012","9212","24126","18102","5568","7736","3554","48","375",2018
"San Augustine County, Texas","48","405","6124","458","717","2390","1386","357","489","327","48","405",2018
"Shackelford County, Texas","48","417","2245","129","217","507","734","98","385","175","48","417",2018
"Starr County, Texas","48","427","35345","10404","6744","8830","4468","1241","2569","1089","48","427",2018
"Upton County, Texas","48","461","2311","263","240","927","555","98","146","82","48","461",2018
"Brown County, Texas","48","049","25722","1533","2031","9180","6090","1916","3618","1354","48","049",2018
"Hall County, Texas","48","191","2084","248","255","600","574","108","204","95","48","191",2018
"Franklin County, Texas","48","159","7260","475","345","2175","2103","447","1265","450","48","159",2018
"Frio County, Texas","48","163","12088","2141","1894","4319","2031","838","656","209","48","163",2018
"Lampasas County, Texas","48","281","14416","532","830","4052","4043","2078","1933","948","48","281",2018
"Orleans County, Vermont","50","019","19698","776","1676","7546","3822","1617","2581","1680","50","019",2018
"Grand Isle County, Vermont","50","013","5220","53","245","1465","858","551","1154","894","50","013",2018
"Chittenden County, Vermont","50","007","106268","2280","4005","20373","16866","8862","31631","22251","50","007",2018
"Lamoille County, Vermont","50","015","17651","347","954","4437","3469","1855","3999","2590","50","015",2018
"Franklin County, Vermont","50","011","34079","1281","1869","13006","6332","3510","5409","2672","50","011",2018
"Caledonia County, Vermont","50","005","21647","536","1426","7805","4078","1723","3694","2385","50","005",2018
"Windham County, Vermont","50","025","31820","560","1541","9616","5597","2218","6950","5338","50","025",2018
"Bennington County, Vermont","50","003","25587","475","1604","7495","4904","1964","5562","3583","50","003",2018
"Addison County, Vermont","50","001","25425","656","1153","7767","4263","2261","5579","3746","50","001",2018
"Essex County, Vermont","50","009","4716","254","415","2145","690","475","441","296","50","009",2018
"Washington County, Vermont","50","023","41815","671","2070","11410","6854","3471","9782","7557","50","023",2018
"Millard County, Utah","49","027","7766","271","610","2408","1955","781","1308","433","49","027",2018
"Tooele County, Utah","49","045","37488","865","2521","11348","10397","3744","6170","2443","49","045",2018
"Washington County, Utah","49","053","102484","2654","5000","23856","29630","12907","17376","11061","49","053",2018
"Kane County, Utah","49","025","5117","63","305","1229","1666","455","805","594","49","025",2018
"Summit County, Utah","49","043","26844","693","688","4029","4989","1596","9112","5737","49","043",2018
"Grand County, Utah","49","019","6725","163","455","1911","1668","667","1171","690","49","019",2018
"Piute County, Utah","49","031","1364","7","172","587","297","43","201","57","49","031",2018
"Rich County, Utah","49","033","1348","0","19","413","445","142","211","118","49","033",2018
"Wasatch County, Utah","49","051","18131","321","574","3706","4658","1508","5110","2254","49","051",2018
"Beaver County, Utah","49","001","3811","67","302","1338","1005","320","609","170","49","001",2018
"Box Elder County, Utah","49","003","31183","512","1603","9631","9018","3140","5276","2003","49","003",2018
"Iron County, Utah","49","021","27707","525","1472","6981","8494","2162","5312","2761","49","021",2018
"Bacon County, Georgia","13","005","7429","398","974","3112","1599","597","439","310","13","005",2018
"Brantley County, Georgia","13","025","12532","625","1885","5842","2151","1004","557","468","13","025",2018
"Ben Hill County, Georgia","13","017","11400","614","1363","5044","2046","963","843","527","13","017",2018
"Burke County, Georgia","13","033","14705","888","2171","5503","2958","1328","1111","746","13","033",2018
"Catoosa County, Georgia","13","047","45585","1382","4345","14760","11241","4396","6259","3202","13","047",2018
"Chattahoochee County, Georgia","13","053","4878","95","255","1263","1263","375","1209","418","13","053",2018
"Chattooga County, Georgia","13","055","17078","1824","2774","6614","3121","1070","977","698","13","055",2018
"Columbia County, Georgia","13","073","97342","2472","4713","24250","21377","10370","21266","12894","13","073",2018
"Decatur County, Georgia","13","087","17797","1289","1983","6428","3959","1546","1509","1083","13","087",2018
"Floyd County, Georgia","13","115","64087","4805","7385","21185","12898","4711","7506","5597","13","115",2018
"Forsyth County, Georgia","13","117","142017","4763","5407","23577","24811","10053","48316","25090","13","117",2018
"Habersham County, Georgia","13","137","29626","2754","3710","9987","5696","1938","3001","2540","13","137",2018
"Hart County, Georgia","13","147","18388","1002","2596","6742","3762","1501","1677","1108","13","147",2018
"Lowndes County, Georgia","13","185","67252","2699","7302","20161","14289","5616","9972","7213","13","185",2018
"McIntosh County, Georgia","13","191","10727","280","1190","4085","2431","1068","906","767","13","191",2018
"Meriwether County, Georgia","13","199","14761","854","2225","5740","3437","813","1049","643","13","199",2018
"Marion County, Iowa","19","125","21612","635","796","7665","4375","2439","3870","1832","19","125",2018
"Washington County, Iowa","19","183","14975","710","626","5888","2867","1670","2269","945","19","183",2018
"Wright County, Iowa","19","197","8889","230","495","3187","2384","1020","1186","387","19","197",2018
"Cass County, Iowa","19","029","9417","338","771","3568","1967","924","1310","539","19","029",2018
"Cherokee County, Iowa","19","035","8256","117","498","2968","1815","1092","1244","522","19","035",2018
"Crawford County, Iowa","19","047","11164","1191","1290","4021","2288","946","1045","383","19","047",2018
"Des Moines County, Iowa","19","057","27507","599","1722","9033","7008","3509","3897","1739","19","057",2018
"Fayette County, Iowa","19","065","13830","368","728","5375","3069","1550","1902","838","19","065",2018
"Harrison County, Iowa","19","085","9897","200","613","3758","2362","1102","1363","499","19","085",2018
"Kossuth County, Iowa","19","109","10618","165","432","3993","2521","1563","1591","353","19","109",2018
"Mills County, Iowa","19","129","10300","172","504","3562","2381","1239","1746","696","19","129",2018
"Monona County, Iowa","19","133","6398","196","292","2541","1603","699","760","307","19","133",2018
"Muscatine County, Iowa","19","139","28552","1546","1998","9908","5311","3506","4358","1925","19","139",2018
"Osceola County, Iowa","19","143","4275","159","309","1648","858","529","564","208","19","143",2018
"Polk County, Iowa","19","153","313476","11328","15325","77890","63904","31920","77519","35590","19","153",2018
"Webster County, Iowa","19","187","24745","641","1633","8433","5715","3466","3563","1294","19","187",2018
"Story County, Iowa","19","169","50291","405","1069","9002","9072","5029","14139","11575","19","169",2018
"Woodbury County, Iowa","19","193","65382","3995","4693","21064","14226","6357","10452","4595","19","193",2018
"Black Hawk County, Iowa","19","013","83685","2665","4605","25266","17375","9810","15956","8008","19","013",2018
"Grundy County, Iowa","19","075","8624","169","331","2660","1752","1295","1846","571","19","075",2018
"Jones County, Iowa","19","105","14623","433","779","5809","3073","1832","1844","853","19","105",2018
"Mitchell County, Iowa","19","131","7296","430","307","2908","1397","966","939","349","19","131",2018
"Montgomery County, Iowa","19","137","7058","214","486","2621","1614","891","923","309","19","137",2018
"Sac County, Iowa","19","161","7001","166","355","2606","1519","914","1054","387","19","161",2018
"Plymouth County, Iowa","19","149","16763","577","603","5664","4175","2216","2681","847","19","149",2018
"Buchanan County, Iowa","19","019","13964","448","373","5433","2922","1913","2087","788","19","019",2018
"Clinton County, Iowa","19","045","32718","910","2014","12170","7653","3736","4282","1953","19","045",2018
"Decatur County, Iowa","19","053","4863","184","366","1828","968","374","687","456","19","053",2018
"Jefferson County, Iowa","19","101","12768","192","743","3540","2814","1449","2164","1866","19","101",2018
"Allamakee County, Iowa","19","005","9688","627","569","3770","1764","1166","1329","463","19","005",2018
